Name,Description,Start Date,End Date,Multiple Dates or Times,Event Category,Age Range,Owner,Fulfillment Method,Fulfillment Type,Fulfillment Date,Enforce Quantity Limit,Maximum Tickets,Split Groups,Volunteer Event,Volunteers Assigned,Ticket Delivery Method,Ticket Instructions,Ticket Instruction Details,Display On Web,Display Delivery Method,Allow Date Selection,Allow Time Selection,Display Start Date,Display End Date,More Information Title,More Information Url,Web URL,Venue,Address Line 1,Address Line 2,Address Line 3,City,State or Province,Postal Code,County,Market,Metro Area,Country,Contact Name,Contact Email,Contact Phone,TFK Area,TFK Market,TFK Region,Total Requested,Total Distributed,Total Donated,Total Remaining
New York Yankees vs. San Diego Padres,--- MLB: xxx tickets available for the game. Grab some friends for a home run of a night out with special group ticket savings!,2025-05-05 19:05:00,2025-05-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-05,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. San Diego Padres,--- MLB: xxx tickets available for the game. Grab your group tickets and enjoy a home run of a good time!,2025-05-06 19:05:00,2025-05-06 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-06,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. San Diego Padres,--- MLB: xxx tickets available for the game. Grab a group and hit it out of the park with special pricing!,2025-05-07 19:05:00,2025-05-07 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-07,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. New York Mets,--- MLB: xxx tickets available for the game. Get ready to catch some home runs and enjoy an evening of thrilling baseball action!,2025-05-16 19:05:00,2025-05-16 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. New York Mets,--- MLB: xxx tickets available for the game. Don't miss the chance to catch all the home runs and strikeouts in an exciting match-up!,2025-05-17 13:05:00,2025-05-17 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. New York Mets,--- MLB: xxx tickets available for the game. Catch the excitement as the teams battle it out on the field for an unforgettable night of baseball!,2025-05-18 19:10:00,2025-05-18 22:10:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-16,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Texas Rangers,--- MLB: xxx tickets available for the game. Score big with group tickets for a fun night at the ballpark!,2025-05-20 19:05:00,2025-05-20 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-20,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Texas Rangers,--- MLB: xxx tickets available for the game. Catch the excitement with group tickets for a home run of a night!,2025-05-21 19:05:00,2025-05-21 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-21,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Texas Rangers,--- MLB: xxx tickets available for the game. Enjoy the action at half price with Mastercard—it's a home run of a deal!,2025-05-22 12:35:00,2025-05-22 15:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-22,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Grab your group and catch all the action—it’s a home run of fun!,2025-06-03 19:05:00,2025-06-03 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-03,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Score big with group tickets and hit a home run for a fun night out!,2025-06-04 19:05:00,2025-06-04 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-04,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Cleveland Guardians,--- MLB: xxx tickets available for the game. Grab a group and hit a home run with these awesome tickets!,2025-06-05 19:05:00,2025-06-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-05,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,"--- MLB: xxx tickets available for the game. Celebrate Yogi Berra U.S. Navy Bobblehead Night and get ready to make some ""yogi""-cizable memories!",2025-06-06 19:05:00,2025-06-06 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-06,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Catch the excitement of America's pastime and enjoy a home run of a night!,2025-06-07 19:35:00,2025-06-07 22:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-06,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Catch the action on the diamond and see if your team can hit it out of the park!,2025-06-08 13:35:00,2025-06-08 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-06,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Grab a group and hit a home run with awesome savings on tickets!,2025-06-16 19:05:00,2025-06-16 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-16,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Grab some group tickets for a home run of a time at the event!,2025-06-17 19:05:00,2025-06-17 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-17,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Get ready to catch some fun and score a stylish Yankees bucket hat with your ticket!,2025-06-18 19:05:00,2025-06-18 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-18,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Los Angeles Angels,--- MLB: xxx tickets available for the game. Enjoy the excitement of baseball at half the price with Mastercard's special offer!,2025-06-19 13:05:00,2025-06-19 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-19,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Don't miss your chance to snag an amazing Aaron Judge Superman Bobblehead—it's sure to be a home run!,2025-06-20 19:05:00,2025-06-20 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-20,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Celebrate Yankees T-Shirt Day and wear your pride to enjoy a day full of home runs and fun!,2025-06-21 13:05:00,2025-06-21 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-20,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Enjoy a refreshing drink with a collectible cup while cheering on the Yankees!,2025-06-22 11:35:00,2025-06-22 14:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-20,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Athletics,"--- MLB: xxx tickets available for the game. Don’t miss the spectacular Fireworks Night, where the sky will light up just like your excitement for the game!",2025-06-27 19:05:00,2025-06-27 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Athletics,--- MLB: xxx tickets available for the game. Celebrate Military Appreciation Day with a free Yankees camo shirt while you cheer on the team!,2025-06-28 13:05:00,2025-06-28 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Athletics,--- MLB: xxx tickets available for the game. Catch the action and enjoy America's favorite pastime!,2025-06-29 13:35:00,2025-06-29 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-06-27,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Grab some group tickets for a home run of a night at the ballpark!,2025-07-08 19:05:00,2025-07-08 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-08,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Catch the excitement with group tickets that make cheering for the home team a real blast!,2025-07-09 19:05:00,2025-07-09 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-09,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Score big with great group ticket deals and enjoy a home run of a night!,2025-07-10 19:05:00,2025-07-10 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-10,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago Cubs,"--- MLB: xxx tickets available for the game. Celebrate with a classic night featuring a Billy Joel bobblehead to take home while you enjoy the show—it's a real ""hit""!",2025-07-11 19:05:00,2025-07-11 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-11,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago Cubs,--- MLB: xxx tickets available for the game. Get ready to catch some thrilling action and enjoy a swingin' good time at the ballpark!,2025-07-12 13:05:00,2025-07-12 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-11,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago Cubs,"--- MLB: xxx tickets available for the game. Celebrate Mo Willems' ""The Pigeon"" with a fun plush keychain giveaway that’s sure to take flight!",2025-07-13 13:35:00,2025-07-13 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-11,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Don’t miss the chance to snag an Anthony Volpe bobblehead—it's bound to be a hit!,2025-07-25 19:05:00,2025-07-25 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Get ready to hit a home run with an unforgettable day at the ballpark!,2025-07-26 13:05:00,2025-07-26 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Philadelphia Phillies,--- MLB: xxx tickets available for the game. Get ready to catch all the action and enjoy a home run of a day!,2025-07-27 13:35:00,2025-07-27 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-25,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Tampa Bay Rays,--- MLB: xxx tickets available for the game. Score big with group tickets and enjoy the fun together!,2025-07-28 19:05:00,2025-07-28 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-28,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Tampa Bay Rays,--- MLB: xxx tickets available for the game. Grab the group tickets and catch the excitement as the teams battle it out on the field!,2025-07-29 19:05:00,2025-07-29 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-29,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Tampa Bay Rays,--- MLB: xxx tickets available for the game; grab a group and hit a home run with the savings!,2025-07-30 19:05:00,2025-07-30 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-30,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Tampa Bay Rays,--- MLB: xxx tickets available for the game. Enjoy the thrill of baseball at half the price with Mastercard's Half-Price Games—it's a home run of a deal!,2025-07-31 13:05:00,2025-07-31 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-07-31,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Houston Astros,--- MLB: xxx tickets available for the game. Experience the excitement of the diamond as teams battle it out for victory!,2025-08-08 19:05:00,2025-08-08 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Houston Astros,--- MLB: xxx tickets available for the game. Celebrate the legends of the game on Old-Timers' Day with great plays and nostalgic moments!,2025-08-09 14:05:00,2025-08-09 17:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Houston Astros,--- MLB: xxx tickets available for the game. Catch all the action and excitement as the teams battle it out on the field!,2025-08-10 13:35:00,2025-08-10 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-08,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Minnesota Twins,--- MLB: xxx tickets available for the game. Grab a bunch of tickets and hit a home run with the group promo!,2025-08-11 19:05:00,2025-08-11 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-11,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Minnesota Twins,--- MLB: xxx tickets available for the game. Score big with group tickets and enjoy a night of non-stop action!,2025-08-12 19:05:00,2025-08-12 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-12,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Minnesota Twins,--- MLB: xxx tickets available for the game. Grab a group and hit a home run with these discounted tickets for a fun night out!,2025-08-13 19:05:00,2025-08-13 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-13,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Catch all the action as the teams battle it out on the diamond!,2025-08-21 19:15:00,2025-08-21 22:15:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-21,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Experience the excitement of the season with a home run of a night!,2025-08-22 19:05:00,2025-08-22 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Get ready to hit a home run of a good time as the excitement unfolds at the ballpark!,2025-08-23 13:05:00,2025-08-23 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Boston Red Sox,--- MLB: xxx tickets available for the game. Get ready to catch some action as the teams swing for the fences!,2025-08-24 13:35:00,2025-08-24 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-22,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Washington Nationals,--- MLB: xxx tickets available for the game. Score big with group tickets and catch all the action on the field!,2025-08-25 19:05:00,2025-08-25 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-25,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Washington Nationals,--- MLB: xxx tickets available for the game. Grab a group and hit a home run with savings!,2025-08-26 19:05:00,2025-08-26 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-26,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Washington Nationals,--- MLB: xxx tickets available for the game. Enjoy half-priced fun at the ballpark and swing for the fences with a great deal!,2025-08-27 13:05:00,2025-08-27 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-08-27,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Toronto Blue Jays,--- MLB: xxx tickets available for the game. Celebrate Austin Wells Football Jersey Night and gear up for a home run of a night!,2025-09-05 19:05:00,2025-09-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Toronto Blue Jays,--- MLB: xxx tickets available for the game. Catch the excitement of the game as the stars hit the field!,2025-09-06 13:05:00,2025-09-06 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Toronto Blue Jays,"--- MLB: xxx tickets available for the game. Celebrate CC Sabathia's legacy with a replica Hall of Fame plaque, making this event a home run for every fan!",2025-09-07 13:35:00,2025-09-07 16:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-05,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Score big with special Mastercard Value Games tickets for a knockout night at the ballpark!,2025-09-09 19:05:00,2025-09-09 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-09,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Grab a group and hit it out of the park with discounted tickets!,2025-09-10 19:05:00,2025-09-10 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-10,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Detroit Tigers,--- MLB: xxx tickets available for the game. Grab a group and hit it out of the park with discounted tickets for a home run experience!,2025-09-11 19:05:00,2025-09-11 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-11,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Gather your crew for a grand slam night out with group ticket deals!,2025-09-23 19:05:00,2025-09-23 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-23,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Enjoy the Mastercard Value Games and hit a home run with great savings on your tickets!,2025-09-24 19:05:00,2025-09-24 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-24,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Grab your group tickets and get ready for a grand slam of a time!,2025-09-25 19:05:00,2025-09-25 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-25,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Get ready for a grand slam of an evening filled with exciting plays and unforgettable moments!,2025-09-26 19:05:00,2025-09-26 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-26,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Catch the excitement as the action heats up on the field!,2025-09-27 13:05:00,2025-09-27 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-26,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
New York Yankees vs. Baltimore Orioles,--- MLB: xxx tickets available for the game. Get ready to hit a home run with an exciting day at the ballpark!,2025-09-28 15:05:00,2025-09-28 18:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-09-26,,,,Yankee Stadium,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago Cubs,--- MLB: xxx tickets available for the game. Celebrate the season with a home run of fun on Opening Day!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago Cubs,--- MLB: xxx tickets available for the game. Catch the action and snag a magnet schedule to remember the line-up!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago Cubs,--- MLB: xxx tickets available for the game. Catch the excitement and snag a Rickey Henderson T-Shirt to wear while cheering for your home team!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. San Diego Padres,--- MLB: xxx tickets available for the game. Get ready to hit a home run with an exciting night at the ballpark!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. San Diego Padres,--- MLB: xxx tickets available for the game. Cheer on your team and catch the excitement of every swing and pitch!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. San Diego Padres,--- MLB: xxx tickets available for the game. Grab your chance to catch all the action and cheer for the home team!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. New York Mets,--- MLB: xxx tickets available for the game. Get ready to swing into action and catch the fun!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. New York Mets,--- MLB: xxx tickets available for the game. Enjoy an action-packed day at the ballpark where every swing could lead to a home run!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. New York Mets,--- MLB: xxx tickets available for the game. Catch all the action on the diamond while you root for your team to hit it out of the park!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Texas Rangers,--- MLB: xxx tickets available for the game. Experience the thrill of the game as the teams battle it out on the field!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Texas Rangers,--- MLB: xxx tickets available for the game. Catch the excitement of America's pastime and enjoy a home run of a time!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Texas Rangers,--- MLB: xxx tickets available for the game. Get ready to catch some fun and enjoy the excitement of the game!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Catch the excitement as the team swings for the fences!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Grab a ticket and score some slam-dunk style with a basketball jersey!,,,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Chicago White Sox,--- MLB: xxx tickets available for the game. Get ready to catch some action and enjoy a great day at the ballpark!,2025-04-27 13:05:00,2025-04-27 16:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-04-25,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Experience the excitement of a home run and catch the action live!,2025-05-05 19:05:00,2025-05-05 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-05,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Grab a Straw Hat and soak up the good vibes while cheering for your team!,2025-05-06 19:05:00,2025-05-06 22:05:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-06,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
Athletics vs. Seattle Mariners,--- MLB: xxx tickets available for the game. Catch the action on the diamond and enjoy a day filled with memorable plays!,2025-05-07 12:35:00,2025-05-07 15:35:00,No,Sports,All,"Coates, Anita",Manual,,,No,,,,,,,,No,No,No,No,2025-04-27,2025-05-07,,,,Oakland Coliseum,,,,,,,,,,,,,,,,,,,,
